编号,英文名,效力球队(全称),效力球队(缩写),中文译名
1628398,Kyle Kuzma,Los Angeles Lakers|Washington Wizards|Milwaukee Bucks,LAL|WAS|MIL,
203136,Ognjen Kuzmic,Golden State Warriors,GSW,
1627851,Mindaugas Kuzminskas,New York Knicks,NYK,
77327,Fred LaCour,Atlanta Hawks|Golden State Warriors,ATL|GSW,
1711,Raef LaFrentz,Denver Nuggets|Dallas Mavericks|Boston Celtics|Portland Trail Blazers,DEN|DAL|BOS|POR,
77328,Tom LaGarde,Denver Nuggets|Oklahoma City Thunder|Dallas Mavericks|Brooklyn Nets,DEN|OKC|DAL|BKN,
1631222,Jake LaRavia,Memphis Grizzlies|Sacramento Kings|Los Angeles Lakers,MEM|SAC|LAL,
1601,Rusty LaRue,Chicago Bulls|Utah Jazz|Golden State Warriors,CHI|UTA|GSW,
77340,Rudy LaRusso,Los Angeles Lakers|Golden State Warriors,LAL|GSW,
203897,Zach LaVine,Minnesota Timberwolves|Chicago Bulls|Sacramento Kings,MIN|CHI|SAC,
1627746,Skal Labissiere,Sacramento Kings|Portland Trail Blazers|Washington Wizards,SAC|POR|WAS,
77326,Sam Lacey,Sacramento Kings|Brooklyn Nets|Cleveland Cavaliers,SAC|BKN|CLE,
363,Christian Laettner,Minnesota Timberwolves|Atlanta Hawks|Detroit Pistons|Dallas Mavericks|Washington Wizards|Miami Heat,MIN|ATL|DET|DAL|WAS|MIA,
201802,Oliver Lafayette,,,
100263,Bill Laimbeer,Cleveland Cavaliers|Detroit Pistons,CLE|DET,
77329,Pete Lalich,,,
77330,Bo Lamar,,,
1630237,Anthony Lamb,Houston Rockets|San Antonio Spurs|Golden State Warriors,HOU|SAS|GSW,
203117,Doron Lamb,Milwaukee Bucks|Orlando Magic,MIL|ORL,
203087,Jeremy Lamb,Oklahoma City Thunder|Charlotte Hornets|Indiana Pacers|Sacramento Kings,OKC|CHA|IND|SAC,
77331,John Lambert,Cleveland Cavaliers|Sacramento Kings|San Antonio Spurs,CLE|SAC|SAS,
77332,Jeff Lamp,Portland Trail Blazers|San Antonio Spurs|Milwaukee Bucks|Los Angeles Lakers,POR|SAS|MIL|LAL,
2573,Maciej Lampe,Phoenix Suns|New Orleans Pelicans|Houston Rockets,PHX|NOP|HOU,
77333,Jim Lampley,,,
2253,Sean Lampley,Miami Heat|Golden State Warriors,MIA|GSW,
1629111,Jock Landale,San Antonio Spurs|Phoenix Suns|Houston Rockets|Memphis Grizzlies|Atlanta Hawks,SAS|PHX|HOU|MEM|ATL,
201171,Carl Landry,Houston Rockets|Sacramento Kings|New Orleans Pelicans|Golden State Warriors|Philadelphia 76ers,HOU|SAC|NOP|GSW|PHI,
202068,Marcus Landry,New York Knicks|Boston Celtics,NYK|BOS,
77334,Mark Landsberger,Chicago Bulls|Los Angeles Lakers|Atlanta Hawks,CHI|LAL|ATL,
77335,Jerome Lane,Denver Nuggets|Indiana Pacers|Milwaukee Bucks|Cleveland Cavaliers,DEN|IND|MIL|CLE,
457,Andrew Lang,Phoenix Suns|Philadelphia 76ers|Atlanta Hawks|Minnesota Timberwolves|Milwaukee Bucks|Chicago Bulls|New York Knicks,PHX|PHI|ATL|MIN|MIL|CHI|NYK,
226,Antonio Lang,Phoenix Suns|Cleveland Cavaliers|Miami Heat|Toronto Raptors|Philadelphia 76ers,PHX|CLE|MIA|TOR|PHI,
2591,James Lang,,,
1892,Trajan Langdon,Cleveland Cavaliers,CLE,
101247,Keith Langford,,,
1629641,Romeo Langford,Boston Celtics|San Antonio Spurs,BOS|SAS,
2061,Dan Langhi,Houston Rockets|Phoenix Suns|Golden State Warriors|Milwaukee Bucks,HOU|PHX|GSW|MIL,
600005,Bob Lanier,Detroit Pistons|Milwaukee Bucks,DET|MIL,
1642404,Chaz Lanier,,,
77338,Stu Lantz,Houston Rockets|Detroit Pistons|Utah Jazz|Los Angeles Lakers,HOU|DET|UTA|LAL,
1627879,Nicolas Laprovittola,,,
77339,York Larese,,,
203499,Shane Larkin,Dallas Mavericks|New York Knicks|Brooklyn Nets|Boston Celtics,DAL|NYK|BKN|BOS,
1641796,Pelle Larsson,Miami Heat,MIA,
77341,John Laskowski,Chicago Bulls,CHI,
201186,Stephane Lasme,Golden State Warriors|Miami Heat,GSW|MIA,
77342,Dave Lattin,Golden State Warriors|Phoenix Suns,GSW|PHX,
968,Priest Lauderdale,Atlanta Hawks|Denver Nuggets,ATL|DEN,
77344,Rich Laurel,,,
77345,Walt Lautenbach,,,
203530,Joffrey Lauvergne,Denver Nuggets|Oklahoma City Thunder|Chicago Bulls|San Antonio Spurs,DEN|OKC|CHI|SAS,
77346,Tony Lavelli,Boston Celtics|New York Knicks,BOS|NYK,
77347,Bob Lavoy,Philadelphia 76ers,PHI,
201151,Acie Law,Atlanta Hawks|Golden State Warriors|Charlotte Hornets|Chicago Bulls|Memphis Grizzlies,ATL|GSW|CHA|CHI|MEM,
1629724,Vic Law,,,
202371,Gani Lawal,,,
77348,Ed Lawrence,,,
1630639,A.J. Lawson,Minnesota Timberwolves|Dallas Mavericks|Toronto Raptors,MIN|DAL|TOR,
1535,Jason Lawson,,,
201951,Ty Lawson,Denver Nuggets|Houston Rockets|Indiana Pacers|Sacramento Kings,DEN|HOU|IND|SAC,
1627774,Jake Layman,Portland Trail Blazers|Minnesota Timberwolves,POR|MIN,
77350,Dennis Layton,Phoenix Suns|Portland Trail Blazers|New York Knicks|San Antonio Spurs,PHX|POR|NYK|SAS,
1627747,Caris LeVert,Brooklyn Nets|Indiana Pacers|Cleveland Cavaliers|Atlanta Hawks|Detroit Pistons,BKN|IND|CLE|ATL|DET,
1628388,T.J. Leaf,Indiana Pacers|Portland Trail Blazers,IND|POR,
77351,Emanuel Leaks,Philadelphia 76ers|Washington Wizards,PHI|WAS,
77352,Hal Lear,,,
77353,Allen Leavell,Houston Rockets,HOU,
77354,Jeff Lebo,,,
287,Eric Leckner,Utah Jazz|Sacramento Kings|Charlotte Hornets|Philadelphia 76ers|Detroit Pistons|Memphis Grizzlies,UTA|SAC|CHA|PHI|DET|MEM,
1629665,Jalen Lecque,Phoenix Suns|Indiana Pacers,PHX|IND,
203495,Ricky Ledo,Dallas Mavericks|New York Knicks,DAL|NYK,
77356,Butch Lee,Atlanta Hawks|Cleveland Cavaliers|Los Angeles Lakers,ATL|CLE|LAL,
77357,Clyde Lee,Golden State Warriors|Atlanta Hawks|Philadelphia 76ers,GSW|ATL|PHI,
201584,Courtney Lee,Orlando Magic|Brooklyn Nets|Houston Rockets|Boston Celtics|Memphis Grizzlies|Charlotte Hornets|New York Knicks|Dallas Mavericks,ORL|BKN|HOU|BOS|MEM|CHA|NYK|DAL,
1627814,Damion Lee,Atlanta Hawks|Golden State Warriors|Phoenix Suns,ATL|GSW|PHX,
101135,David Lee,New York Knicks|Golden State Warriors|Boston Celtics|Dallas Mavericks|San Antonio Spurs,NYK|GSW|BOS|DAL|SAS,
77358,Doug Lee,Brooklyn Nets|Sacramento Kings,BKN|SAC,
77359,George Lee,Detroit Pistons|Golden State Warriors,DET|GSW,
77360,Greg Lee,,,
77361,Keith Lee,Cleveland Cavaliers|Brooklyn Nets,CLE|BKN,
77362,Kurk Lee,,,
202723,Malcolm Lee,Minnesota Timberwolves|Philadelphia 76ers,MIN|PHI,
77363,Rock Lee,,,
77364,Ron Lee,Phoenix Suns|Utah Jazz|Atlanta Hawks|Detroit Pistons,PHX|UTA|ATL|DET,
77365,Russell Lee,Milwaukee Bucks|Utah Jazz,MIL|UTA,
1630240,Saben Lee,Detroit Pistons|Philadelphia 76ers|Phoenix Suns,DET|PHI|PHX,
77366,Ed Leede,Boston Celtics,BOS,
77367,Hank Lefkowitz,,,
100,Tim Legler,Phoenix Suns|Denver Nuggets|Utah Jazz|Dallas Mavericks|Golden State Warriors|Washington Wizards,PHX|DEN|UTA|DAL|GSW|WAS,
77369,George Lehmann,Atlanta Hawks,ATL,
1627215,Walt Lemon Jr.,New Orleans Pelicans|Chicago Bulls,NOP|CHI,
203458,Alex Len,Phoenix Suns|Atlanta Hawks|Sacramento Kings|Toronto Raptors|Washington Wizards|Los Angeles Lakers,PHX|ATL|SAC|TOR|WAS|LAL,
702,Voshon Lenard,Miami Heat|Denver Nuggets|Toronto Raptors|Portland Trail Blazers,MIA|DEN|TOR|POR,
77371,Bob Leonard,Los Angeles Lakers|Washington Wizards,LAL|WAS,
77370,Gary Leonard,Minnesota Timberwolves|Atlanta Hawks,MIN|ATL,
202695,Kawhi Leonard,San Antonio Spurs|Toronto Raptors|LA Clippers,SAS|TOR|LAC,
203086,Meyers Leonard,Portland Trail Blazers|Miami Heat|Milwaukee Bucks,POR|MIA|MIL,
1642502,Malevy Leons,Oklahoma City Thunder|Golden State Warriors,OKC|GSW,
77372,Jim Les,Utah Jazz|LA Clippers|Sacramento Kings|Atlanta Hawks,UTA|LAC|SAC|ATL,
202727,Travis Leslie,,,
77373,Ronnie Lester,Chicago Bulls|Los Angeles Lakers,CHI|LAL,
77374,Clifford Lett,Chicago Bulls|San Antonio Spurs,CHI|SAS,
202720,Jon Leuer,Milwaukee Bucks|Cleveland Cavaliers|Memphis Grizzlies|Phoenix Suns|Detroit Pistons,MIL|CLE|MEM|PHX|DET,
77375,Andrew Levane,Sacramento Kings|Philadelphia 76ers|Atlanta Hawks,SAC|PHI|ATL,
77376,Lafayette Lever,Portland Trail Blazers|Denver Nuggets|Dallas Mavericks,POR|DEN|DAL,
77377,Cliff Levingston,Detroit Pistons|Atlanta Hawks|Chicago Bulls|Denver Nuggets,DET|ATL|CHI|DEN,
77385,Bobby Lewis,Golden State Warriors|Cleveland Cavaliers,GSW|CLE,
736,Cedric Lewis,,,
77379,Fred Lewis,Golden State Warriors,GSW,
77380,Freddie Lewis,Sacramento Kings|Indiana Pacers,SAC|IND,
77381,Grady Lewis,,,
1631171,Justin Lewis,,,
729,Martin Lewis,Toronto Raptors,TOR,
1641721,Maxwell Lewis,Los Angeles Lakers|Brooklyn Nets,LAL|BKN,
1900,Quincy Lewis,Utah Jazz|Minnesota Timberwolves,UTA|MIN,
77383,Ralph Lewis,Detroit Pistons|Charlotte Hornets,DET|CHA,
1740,Rashard Lewis,Oklahoma City Thunder|Orlando Magic|Washington Wizards|Miami Heat,OKC|ORL|WAS|MIA,
77384,Reggie Lewis,Boston Celtics,BOS,
1630575,Scottie Lewis,,,
1630184,Kira Lewis Jr.,New Orleans Pelicans|Toronto Raptors|Utah Jazz,NOP|TOR|UTA,
77386,Marcus Liberty,Denver Nuggets|Detroit Pistons,DEN|DET,
77387,Todd Lichti,Denver Nuggets|Orlando Magic|Golden State Warriors|Boston Celtics,DEN|ORL|GSW|BOS,
1630604,E.J. Liddell,New Orleans Pelicans|Chicago Bulls|Brooklyn Nets,NOP|CHI|BKN,
202732,DeAndre Liggins,Orlando Magic|Oklahoma City Thunder|Miami Heat|Cleveland Cavaliers|Dallas Mavericks|Milwaukee Bucks|New Orleans Pelicans,ORL|OKC|MIA|CLE|DAL|MIL|NOP,
77388,Bill Ligon,,,
203081,Damian Lillard,Portland Trail Blazers|Milwaukee Bucks,POR|MIL,
202391,Jeremy Lin,Golden State Warriors|New York Knicks|Houston Rockets|Los Angeles Lakers|Charlotte Hornets|Brooklyn Nets|Atlanta Hawks|Toronto Raptors,GSW|NYK|HOU|LAL|CHA|BKN|ATL|TOR,
77389,Steve Lingenfelter,Washington Wizards|San Antonio Spurs,WAS|SAS,
175,Alton Lister,Milwaukee Bucks|Oklahoma City Thunder|Golden State Warriors|Boston Celtics|Portland Trail Blazers,MIL|OKC|GSW|BOS|POR,
1629642,Nassir Little,Portland Trail Blazers|Phoenix Suns,POR|PHX,
1641726,Dereck Lively II,Dallas Mavericks,DAL,
1630587,Isaiah Livers,Detroit Pistons|Phoenix Suns,DET|PHX,
1641753,Chris Livingston,Milwaukee Bucks|Cleveland Cavaliers,MIL|CLE,
988,Randy Livingston,Houston Rockets|Atlanta Hawks|Phoenix Suns|Golden State Warriors|Oklahoma City Thunder|New Orleans Pelicans|LA Clippers|Utah Jazz|Chicago Bulls,HOU|ATL|PHX|GSW|OKC|NOP|LAC|UTA|CHI,
2733,Shaun Livingston,LA Clippers|Miami Heat|Oklahoma City Thunder|Washington Wizards|Charlotte Hornets|Milwaukee Bucks|Cleveland Cavaliers|Brooklyn Nets|Golden State Warriors,LAC|MIA|OKC|WAS|CHA|MIL|CLE|BKN|GSW,
77392,Ron Livingstone,Golden State Warriors,GSW,
1024,Horacio Llamas,Phoenix Suns,PHX,
77394,Earl Lloyd,Philadelphia 76ers|Detroit Pistons,PHI|DET,
77395,Lewis Lloyd,Golden State Warriors|Houston Rockets|Philadelphia 76ers,GSW|HOU|PHI,
77396,Scott Lloyd,Milwaukee Bucks|LA Clippers|Chicago Bulls|Dallas Mavericks,MIL|LAC|CHI|DAL,
77397,Bob Lochmueller,,,
77398,Robert Lock,,,
77399,Darrell Lockhart,,,
1100,Ian Lockhart,,,
77401,Kevin Loder,Sacramento Kings|LA Clippers,SAC|LAC,
77402,Don Lofgran,Golden State Warriors|Atlanta Hawks,GSW|ATL,
1629155,Zach Lofton,,,
1631254,Kenneth Lofton Jr.,Memphis Grizzlies|Philadelphia 76ers|Utah Jazz,MEM|PHI|UTA,
77403,Johnny Logan,Atlanta Hawks,ATL,
38,Brad Lohaus,Boston Celtics|Sacramento Kings|Minnesota Timberwolves|Milwaukee Bucks|Miami Heat|San Antonio Spurs|New York Knicks|Toronto Raptors,BOS|SAC|MIN|MIL|MIA|SAS|NYK|TOR,
1609,Art Long,Sacramento Kings|Oklahoma City Thunder|Philadelphia 76ers|Toronto Raptors,SAC|OKC|PHI|TOR,
3,Grant Long,Miami Heat|Atlanta Hawks|Detroit Pistons|Memphis Grizzlies|Boston Celtics,MIA|ATL|DET|MEM|BOS,
1381,John Long,Detroit Pistons|Indiana Pacers|Atlanta Hawks|Toronto Raptors,DET|IND|ATL|TOR,
77406,Paul Long,Detroit Pistons|LA Clippers,DET|LAC,
1627848,Shawn Long,,,
26,Luc Longley,Minnesota Timberwolves|Chicago Bulls|Phoenix Suns|New York Knicks,MIN|CHI|PHX|NYK,
1626172,Kevon Looney,Golden State Warriors|New Orleans Pelicans,GSW|NOP,
201572,Brook Lopez,Brooklyn Nets|Los Angeles Lakers|Milwaukee Bucks|LA Clippers,BKN|LAL|MIL|LAC,
1732,Felipe Lopez,Memphis Grizzlies|Washington Wizards|Minnesota Timberwolves,MEM|WAS|MIN,
2221,Raul Lopez,Utah Jazz,UTA,
201577,Robin Lopez,Phoenix Suns|New Orleans Pelicans|Portland Trail Blazers|New York Knicks|Chicago Bulls|Milwaukee Bucks|Washington Wizards|Orlando Magic|Cleveland Cavaliers,PHX|NOP|POR|NYK|CHI|MIL|WAS|ORL|CLE,
943,Ryan Lorthridge,,,
77409,Jim Loscutoff,Boston Celtics,BOS,
77410,Plummer Lott,Oklahoma City Thunder,OKC,
77411,Kevin Loughery,Detroit Pistons|Washington Wizards|Philadelphia 76ers,DET|WAS|PHI,
1629712,Didi Louzada,New Orleans Pelicans|Portland Trail Blazers,NOP|POR,
77412,Bob Love,Sacramento Kings|Milwaukee Bucks|Chicago Bulls|Brooklyn Nets|Oklahoma City Thunder,SAC|MIL|CHI|BKN|OKC,
1631126,Caleb Love,,,
201567,Kevin Love,Minnesota Timberwolves|Cleveland Cavaliers|Miami Heat|Utah Jazz,MIN|CLE|MIA|UTA,
77413,Stan Love,Washington Wizards|Los Angeles Lakers,WAS|LAL,
77414,Clyde Lovellette,Los Angeles Lakers|Sacramento Kings|Atlanta Hawks|Boston Celtics,LAL|SAC|ATL|BOS,
1643133,Lawson Lovering,,,
77415,Sidney Lowe,Indiana Pacers|Detroit Pistons|Atlanta Hawks|Charlotte Hornets|Minnesota Timberwolves,IND|DET|ATL|CHA|MIN,
77416,Chuck Lowery,,,
200768,Kyle Lowry,Memphis Grizzlies|Houston Rockets|Toronto Raptors|Miami Heat|Philadelphia 76ers,MEM|HOU|TOR|MIA|PHI,
1628070,Jordan Loyd,,,
77417,Al Lucas,,,
77418,Jerry Lucas,Sacramento Kings|Golden State Warriors|New York Knicks,SAC|GSW|NYK,
77419,John Lucas,Houston Rockets|Golden State Warriors|Washington Wizards|San Antonio Spurs|Milwaukee Bucks|Oklahoma City Thunder,HOU|GSW|WAS|SAS|MIL|OKC,
203564,Kalin Lucas,Memphis Grizzlies|Detroit Pistons,MEM|DET,
77420,Maurice Lucas,Portland Trail Blazers|Brooklyn Nets|New York Knicks|Phoenix Suns|Los Angeles Lakers|Oklahoma City Thunder,POR|BKN|NYK|PHX|LAL|OKC,
101249,John Lucas III,Houston Rockets|Chicago Bulls|Toronto Raptors|Utah Jazz|Detroit Pistons|Minnesota Timberwolves,HOU|CHI|TOR|UTA|DET|MIN,
77421,Ted Luckenbill,Golden State Warriors,GSW,
1731,Tyronn Lue,Los Angeles Lakers|Washington Wizards|Orlando Magic|Houston Rockets|Atlanta Hawks|Dallas Mavericks|Milwaukee Bucks,LAL|WAS|ORL|HOU|ATL|DAL|MIL,
77422,Jim Luisi,,,
77423,Al Lujack,,,
77424,Phil Lumpkin,Portland Trail Blazers|Phoenix Suns,POR|PHX,
77425,Ray Lumpp,New York Knicks,NYK,
1630994,Gabriel Lundberg,,,
1641754,Seth Lundy,,,
1627789,Timothe Luwawu-Cabarrot,Philadelphia 76ers|Oklahoma City Thunder|Chicago Bulls|Brooklyn Nets|Atlanta Hawks,PHI|OKC|CHI|BKN|ATL,
1628399,Tyler Lydon,Denver Nuggets,DEN,
1626168,Trey Lyles,Utah Jazz|Denver Nuggets|San Antonio Spurs|Detroit Pistons|Sacramento Kings,UTA|DEN|SAS|DET|SAC,
248,George Lynch,Los Angeles Lakers|Memphis Grizzlies|Philadelphia 76ers|Charlotte Hornets|New Orleans Pelicans,LAL|MEM|PHI|CHA|NOP,
77426,Kevin Lynch,Charlotte Hornets,CHA,
77427,Mike Lynn,Los Angeles Lakers|LA Clippers,LAL|LAC,
1627815,Sheldon Mac,,,
1928,Todd MacCulloch,Philadelphia 76ers|Brooklyn Nets,PHI|BKN,
77430,Ronnie MacGilvray,,,
931,Don MacLean,Washington Wizards|Denver Nuggets|Philadelphia 76ers|Brooklyn Nets|Oklahoma City Thunder|Phoenix Suns|Miami Heat,WAS|DEN|PHI|BKN|OKC|PHX|MIA,
77428,Mike Macaluso,,,
77429,Ed Macauley,Boston Celtics|Atlanta Hawks,BOS|ATL,
203159,Scott Machado,Houston Rockets|Los Angeles Lakers,HOU|LAL,
101178,Arvydas Macijauskas,,,
77432,Ollie Mack,Los Angeles Lakers|Chicago Bulls|Dallas Mavericks,LAL|CHI|DAL,
694,Sam Mack,San Antonio Spurs|Houston Rockets|Memphis Grizzlies|Golden State Warriors|Miami Heat,SAS|HOU|MEM|GSW|MIA,
202714,Shelvin Mack,Washington Wizards|Philadelphia 76ers|Atlanta Hawks|Utah Jazz|Orlando Magic|Memphis Grizzlies|Charlotte Hornets,WAS|PHI|ATL|UTA|ORL|MEM|CHA,
1635,Malcolm Mackey,,,
77435,Rudy Macklin,Atlanta Hawks|New York Knicks,ATL|NYK,
202731,Vernon Macklin,,,
77436,Johnny Macknowski,Philadelphia 76ers,PHI,
1629133,Daryl Macon,Dallas Mavericks|Miami Heat,DAL|MIA,
1855,Mark Macon,Denver Nuggets|Detroit Pistons,DEN|DET,
1629122,J.P. Macura,Charlotte Hornets|Cleveland Cavaliers,CHA|CLE,
77438,Kyle Macy,Phoenix Suns|Chicago Bulls|Indiana Pacers,PHX|CHI|IND,
77439,Jack Maddox,,,
2432,Tito Maddox,,,
1666,Gerald Madkins,Cleveland Cavaliers|Golden State Warriors,CLE|GSW,
2058,Mark Madsen,Los Angeles Lakers|Minnesota Timberwolves,LAL|MIN,
77441,Norm Mager,,,
203705,Josh Magette,Atlanta Hawks|Orlando Magic,ATL|ORL,
1894,Corey Maggette,Orlando Magic|LA Clippers|Golden State Warriors|Milwaukee Bucks|Charlotte Hornets|Detroit Pistons,ORL|LAC|GSW|MIL|CHA|DET,
77442,Dave Magley,,,
2048,Jamaal Magloire,Charlotte Hornets|New Orleans Pelicans|Milwaukee Bucks|Portland Trail Blazers|Brooklyn Nets|Dallas Mavericks|Miami Heat|Toronto Raptors,CHA|NOP|MIL|POR|BKN|DAL|MIA|TOR,
1630266,Will Magnay,,,
101133,Ian Mahinmi,San Antonio Spurs|Dallas Mavericks|Indiana Pacers|Washington Wizards,SAS|DAL|IND|WAS,
77443,John Mahnken,Detroit Pistons|Atlanta Hawks|Boston Celtics,DET|ATL|BOS,
77444,Francis Mahoney,Boston Celtics,BOS,
328,Rick Mahorn,Washington Wizards|Detroit Pistons|Philadelphia 76ers|Brooklyn Nets,WAS|DET|PHI|BKN,
105,Dan Majerle,Phoenix Suns|Cleveland Cavaliers|Miami Heat,PHX|CLE|MIA,
200970,Renaldo Major,,,
1627748,Thon Maker,Milwaukee Bucks|Detroit Pistons|Cleveland Cavaliers,MIL|DET|CLE,
77447,Lionel Malamed,Sacramento Kings,SAC,
1630177,Theo Maledon,Oklahoma City Thunder|Charlotte Hornets|Phoenix Suns,OKC|CHA|PHX,
117,Jeff Malone,Washington Wizards|Utah Jazz|Philadelphia 76ers|Miami Heat,WAS|UTA|PHI|MIA,
252,Karl Malone,Utah Jazz|Los Angeles Lakers,UTA|LAL,
77449,Moses Malone,LA Clippers|Houston Rockets|Philadelphia 76ers|Washington Wizards|Atlanta Hawks|Milwaukee Bucks|San Antonio Spurs,LAC|HOU|PHI|WAS|ATL|MIL|SAS,
1074,Matt Maloney,Houston Rockets|Chicago Bulls|Atlanta Hawks,HOU|CHI|ATL,
77450,Steve Malovic,Washington Wizards|LA Clippers|Detroit Pistons,WAS|LAC|DET,
1642863,Khaman Maluach,,,
1630572,Sandro Mamukelashvili,Milwaukee Bucks|San Antonio Spurs|Toronto Raptors,MIL|SAS|TOR,
77451,Ted Manakas,,,
77452,John Mandic,Washington Wizards,WAS,
1630211,Karim Mane,,,
77453,Frank Mangiapane,,,
986,Marcus Mann,,,
1629611,Terance Mann,LA Clippers|Atlanta Hawks|Brooklyn Nets,LAC|ATL|BKN,
1630544,Tre Mann,Oklahoma City Thunder|Charlotte Hornets,OKC|CHA,
330,Danny Manning,LA Clippers|Atlanta Hawks|Phoenix Suns|Milwaukee Bucks|Utah Jazz|Dallas Mavericks|Detroit Pistons,LAC|ATL|PHX|MIL|UTA|DAL|DET,
77454,Ed Manning,Washington Wizards|Chicago Bulls|Portland Trail Blazers,WAS|CHI|POR,
316,Richard Manning,Memphis Grizzlies|LA Clippers,MEM|LAC,
1630185,Nico Mannion,,,
77456,Pace Mannion,Golden State Warriors|Utah Jazz|Brooklyn Nets|Milwaukee Bucks|Detroit Pistons|Atlanta Hawks,GSW|UTA|BKN|MIL|DET|ATL,
77457,Nick Mantis,Los Angeles Lakers|Washington Wizards,LAL|WAS,
77459,Pete Maravich,Atlanta Hawks|Utah Jazz|Boston Celtics,ATL|UTA|BOS,
77458,Peter Maravich,,,
203906,Devyn Marble,Orlando Magic,ORL,
77460,Roy Marble,Atlanta Hawks|Denver Nuggets,ATL|DEN,
950,Stephon Marbury,Minnesota Timberwolves|Brooklyn Nets|Phoenix Suns|New York Knicks|Boston Celtics,MIN|BKN|PHX|NYK|BOS,
36,Sarunas Marciulionis,Golden State Warriors|Oklahoma City Thunder|Sacramento Kings|Cleveland Cavaliers|Denver Nuggets,GSW|OKC|SAC|CLE|DEN,
77462,Saul Mariaschin,,,
77463,Jack Marin,Washington Wizards|Houston Rockets|LA Clippers|Chicago Bulls,WAS|HOU|LAC|CHI,
1890,Shawn Marion,Phoenix Suns|Miami Heat|Toronto Raptors|Dallas Mavericks|Cleveland Cavaliers,PHX|MIA|TOR|DAL|CLE,
1626246,Boban Marjanovic,San Antonio Spurs|Detroit Pistons|LA Clippers|Philadelphia 76ers|Dallas Mavericks|Houston Rockets,SAS|DET|LAC|PHI|DAL|HOU,
1628374,Lauri Markkanen,Chicago Bulls|Cleveland Cavaliers|Utah Jazz,CHI|CLE|UTA,
200806,Damir Markota,,,
1752,Sean Marks,Toronto Raptors|Miami Heat|San Antonio Spurs|Phoenix Suns|New Orleans Pelicans|Portland Trail Blazers,TOR|MIA|SAS|PHX|NOP|POR,
77464,Harvey Marlatt,Detroit Pistons,DET,
77465,Eric Marsh,,,
77466,Jim Marsh,,,
681,Donny Marshall,Cleveland Cavaliers|Brooklyn Nets,CLE|BKN,
923,Donyell Marshall,Minnesota Timberwolves|Golden State Warriors|Utah Jazz|Chicago Bulls|Toronto Raptors|Cleveland Cavaliers|Oklahoma City Thunder|Philadelphia 76ers,MIN|GSW|UTA|CHI|TOR|CLE|OKC|PHI,
203088,Kendall Marshall,Phoenix Suns|Los Angeles Lakers|Milwaukee Bucks|Philadelphia 76ers,PHX|LAL|MIL|PHI,
1630230,Naji Marshall,New Orleans Pelicans|Dallas Mavericks,NOP|DAL,
101185,Rawle Marshall,Dallas Mavericks|Indiana Pacers,DAL|IND,
77467,Tom Marshall,Sacramento Kings,SAC,
77468,Vester Marshall,,,
1642918,Alijah Martin,,,
77481,Bill Martin,Indiana Pacers|New York Knicks|Phoenix Suns,IND|NYK|PHX,
77478,Bob Martin,LA Clippers,LAC,
77469,Brian Martin,Portland Trail Blazers|Oklahoma City Thunder,POR|OKC,
1628997,Caleb Martin,Charlotte Hornets|Miami Heat|Philadelphia 76ers|Dallas Mavericks,CHA|MIA|PHI|DAL,
201858,Cartier Martin,Charlotte Hornets|Golden State Warriors|Washington Wizards|Chicago Bulls|Atlanta Hawks|Detroit Pistons,CHA|GSW|WAS|CHI|ATL|DET,
1628998,Cody Martin,Charlotte Hornets|Phoenix Suns|Indiana Pacers,CHA|PHX|IND,
733,Cuonzo Martin,Memphis Grizzlies|Milwaukee Bucks,MEM|MIL,
239,Darrick Martin,Minnesota Timberwolves|Memphis Grizzlies|LA Clippers|Sacramento Kings|Dallas Mavericks|Toronto Raptors,MIN|MEM|LAC|SAC|DAL|TOR,
77473,Don Martin,,,
77471,Donald Martin,,,
77472,Fernando Martin,,,
1626185,Jarell Martin,Memphis Grizzlies|Orlando Magic,MEM|ORL,
1641798,Jaylen Martin,Brooklyn Nets|Washington Wizards,BKN|WAS,
77474,Jeff Martin,LA Clippers,LAC,
1629725,Jeremiah Martin,Brooklyn Nets|Cleveland Cavaliers,BKN|CLE,
1630231,KJ Martin,Houston Rockets|LA Clippers|Philadelphia 76ers|Utah Jazz,HOU|LAC|PHI|UTA,
1629103,Kelan Martin,Minnesota Timberwolves|Indiana Pacers|Boston Celtics,MIN|IND|BOS,
2030,Kenyon Martin,Brooklyn Nets|Denver Nuggets|LA Clippers|New York Knicks|Milwaukee Bucks,BKN|DEN|LAC|NYK|MIL,
2755,Kevin Martin,Sacramento Kings|Houston Rockets|Oklahoma City Thunder|Minnesota Timberwolves|San Antonio Spurs,SAC|HOU|OKC|MIN|SAS,
77475,Larue Martin,Portland Trail Blazers,POR,
77476,Mo Martin,Denver Nuggets,DEN,
77477,Phil Martin,,,
77479,Ronald Martin,,,
77480,Slater Martin,Los Angeles Lakers|Atlanta Hawks,LAL|ATL,
1631213,Tyrese Martin,Atlanta Hawks|Brooklyn Nets|Philadelphia 76ers,ATL|BKN|PHI,
1642942,Jahmai Mashack,,,
469,Jamal Mashburn,Dallas Mavericks|Miami Heat|Charlotte Hornets|New Orleans Pelicans,DAL|MIA|CHA|NOP,
77482,Al Masino,Atlanta Hawks|Philadelphia 76ers,ATL|PHI,
193,Anthony Mason,Brooklyn Nets|Denver Nuggets|New York Knicks|Charlotte Hornets|Miami Heat|Milwaukee Bucks,BKN|DEN|NYK|CHA|MIA|MIL,
